datetime,open,high,low,close,volume
2024-07-10,2037.07996,2051.75,2032.18005,2051.75,3336100000
2024-07-09,2035.76001,2039.96997,2023.92004,2029.46997,3232920000
2024-07-08,2038.38,2050.15991,2036.55005,2038.67004,3185670000
2024-07-05,2031.88,2032.51001,2019.06006,2026.72998,3253080000
2024-07-03,2038.41003,2049.3999,2035.56006,2036.62,2179470000
2024-07-02,2031.06995,2037.20996,2027.78003,2033.87,3329950000
2024-07-01,2050.6001,2053.3501,2024.41003,2030.06995,3488760000
2024-06-28,2050.56006,2057.28003,2033.69995,2047.68994,7199220000
2024-06-27,2020.94995,2038.46997,2020.25,2038.33997,3589530000
2024-06-26,2014.18005,2020.39001,2010.35999,2018.12,3563920000
2024-06-25,2029.66003,2029.66003,2017.65002,2022.34998,3591960000
2024-06-24,2023.22998,2043.09998,2023.22998,2030.81006,3696750000
2024-06-21,2016.34998,2022.26001,2006.84998,2022.03003,6773800000
2024-06-20,2021.91003,2033.28003,2012.51001,2017.39001,3847060000
2024-06-18,2022.08997,2033.55005,2020.81995,2025.22998,3544330000
2024-06-17,2002.56995,2024.91003,1993.22998,2022.01001,3447840000
2024-06-14,2020.18994,2020.18994,1999.02002,2006.16003,3438650000
2024-06-13,2053.53003,2053.57007,2025.64001,2038.91003,3530380000
2024-06-12,2065.79004,2088.53003,2052.16992,2057.1001,3962840000
2024-06-11,2019.12,2027.53003,2006.06995,2024.34998,3568030000
2024-06-10,2012.21997,2033.65002,2008.30005,2031.60999,3622280000
2024-06-07,2035.12,2043.45996,2023.14001,2026.55005,3692760000
2024-06-06,2058.47998,2060.44995,2046.53003,2049.43994,3609990000
2024-06-05,2044.15002,2063.87012,2036.33997,2063.87012,3591460000
2024-06-04,2050.38989,2050.38989,2032.14001,2033.93994,3707900000
2024-06-03,2082.3999,2088.1499,2048.06006,2059.67993,4046920000
2024-05-31,2061.22998,2073.66992,2047.40002,2070.12988,5437160000
2024-05-30,2043.72998,2063.18994,2043.72998,2056.6001,3818750000
2024-05-29,2050.45996,2050.45996,2036.13,2036.18994,3552750000
2024-05-28,2075.71997,2086.28003,2057.68994,2066.8501,3751540000
2024-05-24,2061.0,2070.22998,2056.3501,2069.66992,3005510000
2024-05-23,2089.52002,2090.38989,2040.68005,2048.40991,3869520000
2024-05-22,2093.72998,2096.88989,2075.78003,2081.70996,3847130000
2024-05-21,2097.46997,2101.6001,2094.02002,2098.36011,3662240000
2024-05-20,2096.48999,2109.69995,2095.0,2102.5,3420100000
2024-05-17,2103.66992,2104.12988,2090.43994,2095.71997,3578120000
2024-05-16,2107.09009,2107.36011,2095.82007,2096.25,3817470000
2024-05-15,2105.41992,2112.32007,2095.42993,2109.45996,4360810000
2024-05-14,2078.73999,2088.36011,2076.03003,2085.68994,4763580000
2024-05-13,2072.13989,2081.44995,2062.12012,2062.12012,4255710000
2024-05-10,2079.94995,2082.04004,2054.87012,2059.78003,3617900000
2024-05-09,2056.97998,2075.37012,2053.05005,2073.62988,3727370000
2024-05-08,2050.78003,2055.63989,2043.84998,2055.13989,3842100000
2024-05-07,2062.15991,2077.81006,2062.15991,2064.6499,3987890000
2024-05-06,2048.51001,2064.29004,2048.51001,2060.66992,3683250000
2024-05-03,2044.21997,2054.8501,2030.81995,2035.71997,3924990000
2024-05-02,1998.31995,2016.5,1984.68005,2016.10999,4381660000
2024-05-01,1973.37,2017.69995,1968.03003,1980.22998,4544170000
2024-04-30,2001.70996,2003.41003,1973.84998,1973.91003,4082470000
2024-04-29,2005.09998,2020.63,2005.09998,2016.03003,3447450000
2024-04-26,1984.53003,2005.01001,1984.42004,2002.0,3604140000
2024-04-25,1980.53003,1984.48999,1957.81995,1981.12,3958050000
2024-04-24,2000.44995,2006.13,1983.62,1995.43005,3656740000
2024-04-23,1969.73999,2010.47998,1969.64001,2002.64001,3751400000
2024-04-22,1953.23999,1978.43005,1947.84998,1967.46997,3820250000
2024-04-19,1935.77002,1956.30005,1931.54004,1947.66003,3878750000
2024-04-18,1951.23999,1971.39001,1941.31995,1942.95996,3619760000
2024-04-17,1977.29004,1982.83997,1947.75,1947.94995,3596130000
2024-04-16,1965.84998,1976.20996,1953.01001,1967.47998,4006200000
2024-04-15,2010.91003,2016.66003,1968.10999,1975.70996,3950210000
2024-04-12,2031.07996,2032.93994,1994.82996,2003.17004,3963220000
2024-04-11,2036.22998,2045.04004,2021.5,2042.59998,3509380000
2024-04-10,2043.21997,2044.27002,2016.55005,2028.39001,3845930000
2024-04-09,2079.3501,2084.06006,2065.12988,2080.80005,3400680000
2024-04-08,2074.68994,2079.03003,2066.12012,2073.70996,3278180000
2024-04-05,2051.87988,2073.32007,2048.25,2063.46997,3386780000
2024-04-04,2089.07007,2101.46997,2051.32007,2053.83008,4075680000
2024-04-03,2056.68994,2080.3999,2052.1001,2076.19995,3703250000
2024-04-02,2087.41992,2087.41992,2054.34009,2065.04004,3886590000
2024-04-01,2125.90991,2126.06006,2100.13989,2102.84009,3325930000
2024-03-28,2115.77002,2135.45996,2115.77002,2124.55005,3998270000
2024-03-27,2079.69995,2114.6499,2079.69995,2114.3501,3850500000
2024-03-26,2083.43994,2093.52002,2070.0,2070.15991,3871790000
2024-03-25,2075.06006,2088.47998,2074.15991,2074.15991,3331360000
2024-03-22,2098.03003,2099.11011,2071.79004,2072.0,3374700000
2024-03-21,2087.8501,2106.31006,2087.8501,2098.56006,4207730000
2024-03-20,2030.38,2081.33008,2028.56006,2074.87988,4064850000
2024-03-19,2012.03003,2039.82996,2009.81006,2035.70996,4031760000
2024-03-18,2042.12,2044.06995,2024.56995,2024.73999,4036220000
2024-03-15,2020.63,2041.88,2018.94995,2039.31995,7753670000
2024-03-14,2064.28003,2064.28003,2017.28003,2031.18005,4687970000
2024-03-13,2062.75,2080.18994,2062.3501,2071.70996,4282890000
2024-03-12,2066.1499,2072.94995,2052.92993,2065.47998,4080510000
2024-03-11,2075.73999,2079.96997,2063.78003,2065.87988,3896430000
2024-03-08,2099.6001,2115.94995,2075.8999,2082.70996,4208870000
2024-03-07,2079.32007,2090.79004,2079.32007,2084.73999,4137980000
2024-03-06,2069.81006,2075.6499,2059.86011,2068.09009,4559050000
2024-03-05,2060.72998,2072.30005,2048.12988,2053.70996,4418410000
2024-03-04,2087.62988,2091.80005,2071.98999,2074.31006,4758440000
2024-03-01,2058.47998,2077.96997,2052.42993,2076.38989,4748110000
2024-02-29,2060.72998,2072.96997,2044.80005,2054.84009,5219740000
2024-02-28,2043.04004,2053.52002,2038.63,2040.31006,3789370000
2024-02-27,2046.56995,2058.06006,2045.37,2056.11011,3925950000
2024-02-26,2012.93005,2031.95996,2011.85999,2028.96997,3683930000
2024-02-23,2011.44995,2026.43005,2004.64001,2016.68994,3672790000
2024-02-22,2003.51001,2016.82996,1998.80005,2013.83997,4051710000
2024-02-21,1993.43994,1997.59998,1982.43994,1994.73999,3788390000
2024-02-20,2008.78003,2011.53003,1998.08997,2004.14001,4034880000
2024-02-16,2049.87988,2050.23999,2032.16003,2045.14001,3833270000
2024-02-15,2027.53003,2062.80005,2027.06006,2061.47998,4137970000
2024-02-14,1992.13,2014.06006,1983.09998,2012.09998,3845600000
2024-02-13,1987.26001,1992.97998,1950.46997,1964.17004,4302190000
2024-02-12,2014.68994,2052.0,2014.68994,2045.26001,3805740000
2024-02-09,1984.10999,2010.77002,1984.10999,2009.98999,3912990000
2024-02-08,1949.76001,1980.15002,1948.64001,1979.69995,4341860000
2024-02-07,1954.35999,1958.06995,1939.96997,1950.35999,4895590000
2024-02-06,1936.77002,1954.04004,1932.07996,1953.63,4440880000
2024-02-05,1951.77002,1951.77002,1921.35999,1937.23999,4023640000
2024-02-02,1950.78003,1971.51001,1944.59998,1962.72998,3974350000
2024-02-01,1959.57996,1974.42004,1936.22998,1974.42004,4386090000
2024-01-31,1989.31995,2003.15002,1946.89001,1947.33997,4696120000
2024-01-30,2002.35999,2005.21997,1990.81995,1996.23999,3836130000
2024-01-29,1978.14001,2011.65002,1972.78003,2011.42004,3525160000
2024-01-26,1986.67004,1993.43994,1974.63,1978.32996,3353400000
2024-01-25,1987.25,1989.20996,1963.89001,1975.88,4020430000
2024-01-24,2000.18005,2000.18005,1960.47998,1961.85999,4330030000
2024-01-23,2000.58997,2001.14001,1969.93994,1976.27002,3912800000
2024-01-22,1960.93994,1984.12,1960.93994,1983.38,4297610000
2024-01-19,1934.08997,1944.39001,1914.46997,1944.39001,4287200000
2024-01-18,1924.01001,1926.05005,1901.65002,1923.65002,4019000000
2024-01-17,1899.18005,1914.20996,1898.23999,1913.17004,3928600000
2024-01-16,1934.64001,1939.81006,1921.81006,1927.30005,4260550000
2024-01-12,1977.88,1983.81006,1947.5,1950.95996,3486340000
2024-01-11,1963.10999,1964.22998,1934.31995,1955.45996,3759890000
2024-01-10,1965.46997,1971.25,1953.0,1970.26001,3498680000
2024-01-09,1964.71997,1975.22998,1957.42004,1968.04004,3529960000
2024-01-08,1948.90002,1989.01001,1944.85999,1989.01001,3742320000
2024-01-05,1943.5,1967.98999,1941.77002,1951.14001,3844370000
2024-01-04,1964.34998,1970.54004,1956.69995,1957.72998,3715480000
2024-01-03,1995.17004,1995.17004,1958.03003,1959.19995,3950760000
2024-01-02,2012.75,2032.48999,2003.41003,2012.80005,3743050000
2023-12-29,2054.22998,2056.62012,2027.06995,2027.06995,3126060000
2023-12-28,2058.17993,2068.8501,2053.63989,2058.34009,2698860000
2023-12-27,2063.59009,2071.78003,2056.37012,2066.20996,2748450000
2023-12-26,2043.14001,2064.63989,2039.34998,2059.18994,2513910000
2023-12-22,2028.21997,2042.46997,2025.75,2033.95996,3046770000
2023-12-21,2005.81995,2017.18005,1997.44995,2017.06006,3431180000
2023-12-20,2016.87,2039.81006,1982.56006,1982.83997,4201320000
2023-12-19,1996.32996,2024.25,1995.23999,2020.94995,4026970000
2023-12-18,1991.60999,1996.51001,1980.75,1982.42004,4060340000
2023-12-15,2005.15002,2009.07996,1975.13,1985.13,8218980000
2023-12-14,1966.88,2008.66003,1966.88,2000.51001,6314040000
2023-12-13,1882.14001,1948.05005,1870.33997,1947.51001,5063650000
2023-12-12,1883.18005,1887.94995,1871.01001,1881.27002,3808380000
2023-12-11,1879.66003,1885.42004,1873.57996,1883.68005,3823210000
2023-12-08,1866.77002,1887.81006,1863.66003,1880.81995,3707010000
2023-12-07,1854.53003,1868.25,1848.78003,1868.25,3818880000
2023-12-06,1864.22998,1888.71997,1851.95996,1852.05005,4245680000
2023-12-05,1876.59998,1876.59998,1855.05005,1856.04004,3909950000
2023-12-04,1857.17004,1882.08997,1854.38,1882.02002,4369910000
2023-12-01,1806.13,1863.66003,1800.81006,1862.64001,4397120000
2023-11-30,1808.62,1816.53003,1805.21997,1809.02002,5399300000
2023-11-29,1804.22998,1827.06006,1801.91003,1803.81006,4418760000
2023-11-28,1799.70996,1804.10999,1789.19995,1792.81006,3586240000
2023-11-27,1801.03003,1804.5,1790.94995,1801.15002,3403990000
2023-11-24,1794.98999,1810.26001,1794.68994,1807.5,1639500000
2023-11-22,1792.51001,1806.55005,1787.94995,1795.54004,3042810000
2023-11-21,1799.32996,1799.32996,1783.26001,1783.26001,3511080000
2023-11-20,1798.56006,1809.20996,1794.55005,1807.07996,3644790000
2023-11-17,1784.85999,1798.44177,1782.75,1797.77002,3777240000
2023-11-16,1797.0,1797.94995,1767.41724,1773.76001,3964520000
2023-11-15,1798.19995,1830.0,1795.34998,1801.21997,4347170000
2023-11-14,1741.73999,1798.32483,1741.73743,1798.31995,4700350000
2023-11-13,1698.73999,1709.57031,1690.92004,1705.5,3326240000
2023-11-10,1692.77002,1709.24414,1684.19995,1705.31995,3665080000
2023-11-09,1720.69995,1724.82996,1685.26929,1687.23999,3900780000
2023-11-08,1732.95996,1733.11316,1709.23621,1714.06995,3729510000
2023-11-07,1733.72998,1739.26001,1723.55005,1733.15002,3791230000
2023-11-06,1760.18005,1762.0,1731.68005,1737.93994,3656340000
2023-11-03,1733.60999,1770.57996,1733.60999,1760.69995,4570960000
2023-11-02,1684.44995,1714.60999,1684.44934,1714.20996,4669780000
2023-11-01,1661.41003,1669.79004,1648.34998,1669.69995,4224900000
2023-10-31,1648.59998,1663.5,1644.98853,1662.28003,4249470000
2023-10-30,1646.35999,1661.80005,1635.41003,1647.29004,3911140000
2023-10-27,1660.73999,1661.18994,1633.66772,1636.93994,4019500000
2023-10-26,1656.60999,1670.09338,1648.82556,1657.0,4277640000
2023-10-25,1666.83997,1668.17004,1649.84998,1651.43005,3869370000
2023-10-24,1677.73999,1690.41003,1671.27002,1679.5,3821820000
2023-10-23,1671.76001,1687.73999,1662.64001,1665.88,3776100000
2023-10-20,1705.55005,1706.02002,1680.08997,1680.79004,4004030000
2023-10-19,1725.69995,1734.57996,1700.23999,1702.69995,3969730000
2023-10-18,1752.92004,1752.92004,1727.23999,1728.81006,3686030000
2023-10-17,1735.75,1779.84998,1735.70996,1766.05005,3794850000
2023-10-16,1734.13,1749.20996,1728.18005,1747.06006,3409960000
2023-10-13,1738.08997,1740.56995,1715.31995,1719.70996,0
2023-10-12,1774.33997,1774.92004,1725.43994,1734.25,3713140000
2023-10-11,1777.56995,1786.64001,1761.81006,1773.30005,3601660000
2023-10-10,1759.52002,1785.89001,1759.52002,1775.94995,3520240000
2023-10-09,1738.39001,1761.02002,1735.72998,1755.98999,3174630000
2023-10-06,1723.70996,1754.25,1713.92004,1745.56006,3902030000
2023-10-05,1724.68994,1734.31006,1717.33997,1731.51001,3581470000
2023-10-04,1727.08997,1731.22998,1709.58997,1729.01001,3777600000
2023-10-03,1749.18994,1749.18994,1721.47998,1727.15002,3953830000
2023-10-02,1780.85999,1782.02002,1749.43005,1756.81995,3938660000
2023-09-29,1805.46997,1809.68994,1781.05005,1785.09998,3865960000
2023-09-28,1778.03003,1802.60999,1777.89001,1794.31006,3846230000
2023-09-27,1771.16003,1786.59998,1765.64001,1778.90002,3875880000
2023-09-26,1774.64001,1786.05005,1761.60999,1761.60999,3472340000
2023-09-25,1768.67004,1788.03003,1766.54004,1784.23999,3195650000
2023-09-22,1787.52002,1791.14001,1776.5,1776.5,3349570000
2023-09-21,1795.21997,1795.80005,1781.81995,1781.82996,3662340000
2023-09-20,1834.43994,1843.5,1810.07996,1810.09998,3308450000
2023-09-19,1834.39001,1840.56006,1823.05005,1826.53003,3614880000
2023-09-18,1847.70996,1847.70996,1834.30005,1834.30005,3161230000
2023-09-15,1861.56006,1861.68005,1840.0,1847.03003,6932230000
2023-09-14,1855.30005,1868.17004,1854.37,1866.63,3648720000
2023-09-13,1855.25,1857.0,1837.56006,1840.83997,3529430000
2023-09-12,1851.56995,1864.32996,1851.29004,1855.31995,3435740000
2023-09-11,1863.10999,1866.55005,1853.88,1855.14001,3369920000
2023-09-08,1856.05005,1857.85999,1848.58997,1851.54004,3259290000
2023-09-07,1871.62,1871.62,1848.71997,1855.76001,3763760000
2023-09-06,1880.73999,1890.82996,1864.45996,1874.28003,3418850000
2023-09-05,1916.28003,1916.28003,1880.44995,1880.44995,3526250000
2023-09-01,1908.17004,1926.81006,1908.17004,1920.82996,3246260000
2023-08-31,1904.35999,1913.19995,1898.94995,1899.68005,3946360000
2023-08-30,1893.46997,1908.89001,1889.28003,1903.20996,3064110000
2023-08-29,1868.67004,1896.66003,1864.15002,1895.54004,3354820000
2023-08-28,1859.32996,1877.44995,1859.32996,1869.01001,2957230000
2023-08-25,1850.60999,1861.84998,1831.94995,1853.63,3296180000
2023-08-24,1868.31995,1871.85999,1845.97998,1846.28003,3723470000
2023-08-23,1851.85999,1873.47998,1849.82996,1870.03003,3837270000
2023-08-22,1860.0,1866.18994,1847.27002,1850.83997,3522760000
2023-08-21,1860.13,1863.70996,1846.30005,1856.01001,3726850000
2023-08-18,1841.01001,1864.68005,1830.83997,1859.42004,3940400000
2023-08-17,1874.16003,1877.82996,1850.06006,1850.06006,3943700000
2023-08-16,1893.97998,1901.43005,1871.52002,1871.52002,3753910000
2023-08-15,1913.63,1913.63,1895.75,1895.75,3832250000
2023-08-14,1919.94995,1920.90002,1903.52002,1920.48999,3896410000
2023-08-11,1918.19995,1929.38,1914.09998,1925.10999,3753290000
2023-08-10,1933.97998,1953.14001,1916.60999,1922.62,4504370000
2023-08-09,1946.66003,1946.66003,1925.13,1930.77002,3803100000
2023-08-08,1945.09998,1947.63,1924.22998,1947.42004,3884910000
2023-08-07,1959.12,1961.48999,1944.81006,1958.93994,3493920000
2023-08-04,1961.77002,1977.48999,1955.14001,1957.45996,4143310000
2023-08-03,1962.40002,1970.54004,1948.69995,1961.40002,4149120000
2023-08-02,1981.28003,1981.28003,1957.13,1966.82996,4270710000
2023-08-01,1996.89001,1996.89001,1976.79004,1994.17004,4042370000
2023-07-31,1984.80005,2003.62,1984.80005,2003.18005,4503600000
2023-07-28,1964.96997,1983.83997,1964.96997,1981.54004,3981010000
2023-07-27,1988.62,1994.81995,1949.08997,1954.90002,4553210000
2023-07-26,1964.56995,1984.78003,1962.48999,1980.35999,3990290000
2023-07-25,1963.62,1976.93005,1961.42004,1966.10999,3812470000
2023-07-24,1961.04004,1973.31995,1958.32996,1965.68005,3856250000
2023-07-21,1976.93994,1981.64001,1958.73999,1960.26001,3570190000
2023-07-20,1984.52002,1984.52002,1960.17004,1967.16003,3761770000
2023-07-19,1981.78003,1990.25,1977.25,1984.89001,4115670000
2023-07-18,1952.10999,1977.57996,1952.10999,1976.06995,4090010000
2023-07-17,1929.42004,1958.05005,1926.64001,1951.27002,3538240000
2023-07-14,1949.85999,1949.85999,1920.33997,1931.08997,3647450000
2023-07-13,1937.90002,1952.54004,1936.51001,1950.89001,3839530000
2023-07-12,1931.82996,1944.22998,1931.28003,1933.38,3920290000
2023-07-11,1899.26001,1915.18005,1895.88,1913.35999,3624220000
2023-07-10,1862.20996,1895.56995,1860.42004,1895.25,3429600000
2023-07-07,1843.16003,1878.90002,1843.16003,1864.66003,3630480000
2023-07-06,1867.13,1867.13,1823.91003,1842.22998,3682020000
2023-07-05,1891.95996,1891.95996,1872.91003,1872.91003,3482620000
2023-07-03,1887.03003,1898.59998,1885.63,1896.78003,2034280000
2023-06-30,1889.19995,1898.40002,1887.55005,1888.72998,3923450000
2023-06-29,1860.26001,1883.77002,1860.26001,1881.58997,3696660000
2023-06-28,1847.59998,1859.0,1842.30005,1858.70996,3739330000
2023-06-27,1825.76001,1855.10999,1823.54004,1849.93005,3573500000
2023-06-26,1821.33997,1841.06006,1819.80005,1823.26001,3415030000
2023-06-23,1835.43005,1838.16003,1818.81006,1821.63,6053620000
2023-06-22,1860.03003,1860.03003,1843.92004,1848.18005,3511000000
2023-06-21,1862.39001,1873.95996,1855.07996,1863.01001,3709330000
2023-06-20,1871.48999,1871.48999,1856.19995,1866.69995,4055790000
2023-06-16,1900.12,1906.82996,1868.65002,1875.46997,6848600000
2023-06-15,1870.17004,1890.08997,1866.26001,1889.28003,4176690000
2023-06-14,1898.73999,1904.92004,1864.07996,1874.09998,4252110000
2023-06-13,1878.08997,1903.0,1878.08997,1896.32996,4275400000
2023-06-12,1866.77002,1880.44995,1863.09998,1873.20996,3945670000
2023-06-09,1881.27002,1881.73999,1862.5,1865.70996,3786510000
2023-06-08,1886.03003,1886.03003,1867.91003,1880.78003,3826740000
2023-06-07,1861.19995,1893.56006,1861.19995,1888.44995,4537800000
2023-06-06,1804.67004,1859.39001,1801.59998,1855.40002,3996560000
2023-06-05,1825.77002,1825.77002,1797.27002,1806.70996,3813290000
2023-06-02,1782.33997,1831.70996,1782.33997,1830.91003,4454200000
2023-06-01,1750.85999,1773.01001,1744.37,1767.93994,4391860000
2023-05-31,1761.32996,1765.41003,1736.81995,1749.65002,5980670000
2023-05-30,1776.60999,1784.70996,1761.34998,1767.29004,4228510000
2023-05-26,1755.35999,1774.68994,1755.29004,1773.02002,3715460000
2023-05-25,1767.09998,1767.09998,1741.23999,1754.59998,4147760000
2023-05-24,1792.32996,1816.40002,1761.19995,1767.0,3739190000
2023-05-23,1792.32996,1816.40002,1787.52002,1787.70996,4155320000
2023-05-22,1777.64001,1801.39001,1776.95996,1795.38,3728520000
2023-05-19,1795.98999,1800.52002,1769.02002,1773.71997,4041900000
2023-05-18,1770.81995,1787.35999,1766.29004,1784.85999,3980500000
2023-05-17,1744.10999,1776.90002,1737.39001,1774.5,4039080000
2023-05-16,1755.16003,1755.16003,1736.16003,1736.18005,3654200000
2023-05-15,1744.66003,1768.75,1744.20996,1761.55005,3562170000
2023-05-12,1748.14001,1753.22998,1731.33997,1740.84998,3533740000
2023-05-11,1748.89001,1749.43994,1736.83997,1744.70996,3752900000
2023-05-10,1769.57996,1772.93005,1743.63,1759.51001,4057160000
2023-05-09,1747.43994,1756.08997,1737.69995,1749.68005,3810140000
2023-05-08,1766.42004,1768.20996,1748.31995,1754.46997,3641640000
2023-05-05,1742.52002,1763.78003,1742.52002,1759.88,4186270000
2023-05-04,1727.23999,1728.39001,1704.81995,1718.81006,4920090000
2023-05-03,1735.68994,1767.69995,1735.68994,1739.28003,4246510000
2023-05-02,1761.15002,1761.15002,1716.21997,1732.10999,4486130000
2023-05-01,1765.44995,1785.19995,1764.31995,1769.20996,3321370000
2023-04-28,1749.84998,1773.02002,1746.83997,1768.98999,4087800000
2023-04-27,1733.40002,1752.0,1726.77002,1751.21997,3750550000
2023-04-26,1741.29004,1747.28003,1725.81995,1730.41003,3837030000
2023-04-25,1779.32996,1779.32996,1745.91003,1745.94995,3978640000
2023-04-24,1790.25,1797.60999,1781.67004,1788.87,3290940000
2023-04-21,1790.56006,1793.31006,1777.40002,1791.51001,3611750000
2023-04-20,1790.68994,1797.46997,1782.34998,1789.69995,3772080000
2023-04-19,1789.98999,1802.79004,1782.71997,1799.43994,3572560000
2023-04-18,1807.23999,1809.58997,1787.0,1795.55005,3536640000
2023-04-17,1784.38,1802.83997,1784.12,1802.83997,3611180000
2023-04-14,1798.15002,1805.02002,1770.56006,1781.15002,3575690000
2023-04-13,1778.46997,1800.64001,1778.46997,1796.68005,3596590000
2023-04-12,1793.66003,1803.18994,1772.39001,1773.69995,3633120000
2023-04-11,1776.90002,1794.44995,1776.90002,1786.58997,3665830000
2023-04-10,1749.31006,1773.22998,1745.45996,1772.43994,3423650000
2023-04-06,1753.10999,1758.43005,1744.5,1754.45996,3486690000
2023-04-05,1764.21997,1764.21997,1742.78003,1752.13,3968020000
2023-04-04,1804.47998,1806.69995,1760.98999,1769.65002,4227800000
2023-04-03,1804.02002,1812.37,1783.46997,1802.31006,4234700000
2023-03-31,1775.05005,1802.69995,1775.05005,1802.47998,4525120000
2023-03-30,1778.68005,1787.64001,1762.33997,1768.38,3930860000
2023-03-29,1763.13,1771.70996,1759.05005,1771.59998,4145250000
2023-03-28,1749.63,1759.46997,1745.13,1752.63,4014600000
2023-03-27,1747.93005,1762.65002,1742.06006,1753.67004,4233540000
2023-03-24,1711.44995,1735.76001,1695.22998,1734.92004,4583970000
2023-03-23,1733.5,1758.91003,1706.33997,1720.29004,4991600000
2023-03-22,1776.51001,1779.71997,1726.60999,1727.35999,4533010000
2023-03-21,1761.87,1788.37,1761.87,1777.73999,4920240000
2023-03-20,1733.51001,1761.73999,1733.51001,1744.98999,5347140000
2023-03-17,1765.16003,1765.16003,1720.92004,1725.89001,9354280000
2023-03-16,1733.5,1781.09998,1717.58997,1771.23999,5695790000
2023-03-15,1763.71997,1763.71997,1716.67004,1745.93994,6594010000
2023-03-14,1770.65002,1802.12,1760.07996,1776.89001,5665870000
2023-03-13,1755.04004,1773.53003,1722.84998,1744.30005,6558020000
2023-03-10,1821.68005,1821.68005,1756.81995,1772.69995,5518190000
2023-03-09,1879.21997,1883.02002,1826.29004,1826.58997,4445260000
2023-03-08,1880.27002,1886.54004,1866.06995,1879.47998,3535570000
2023-03-07,1899.23999,1902.10999,1875.79004,1878.71997,3922500000
2023-03-06,1928.07996,1928.69995,1892.45996,1899.76001,4000870000
2023-03-03,1906.45996,1931.71997,1901.97998,1928.26001,4084730000
2023-03-02,1888.43005,1905.34998,1877.57996,1902.66003,4244900000
2023-03-01,1896.14001,1904.43994,1888.72998,1898.43005,4249480000
